Sample	fastp-pct_duplication	fastp-after_filtering_q30_rate	fastp-after_filtering_q30_bases	fastp-filtering_result_passed_filter_reads	fastp-after_filtering_gc_content	fastp-pct_surviving	fastp-pct_adapter
SRR10089413_1	20.8001	95.76639999999999	24871.130055999998	178.675324	57.2221	98.72019847456174	25.88493222157233
SRR10089428_1	20.9587	95.96430000000001	22252.358095	163.198804	54.6744	98.36648714088646	35.85583762486397
SRR10089431_1	20.200699999999998	94.7176	26678.412871999997	194.464416	54.80500000000001	98.36230232767286	26.58766635754851
SRR10089494_1	22.4547	95.5547	24936.318626	180.674282	53.8796	98.65132254069289	28.502139416748896
SRR10089503_1	21.5585	95.71260000000001	20933.757211	151.017036	54.69690000000001	98.43597535149216	27.290829745649013
SRR10089583_1	21.3286	94.43249999999999	19807.132404	145.33574	56.8124	97.90364858805583	28.442420195779896
SRR10089589_1	26.3329	94.9927	25220.316627	187.82903399999998	58.3909	98.26610056982076	37.19144361591059
SRR10089616_1	26.348899999999997	95.1616	19968.891627	145.82178399999998	54.6851	98.25269602382497	30.671212405243605
SRR10089670_1	21.590400000000002	94.04679999999999	24089.353875	178.03357599999998	54.941300000000005	98.35183251256345	30.0395703078561
