lfc_F,lfc_M,symbol
2.6471245692158085,0.4140376055062389,NHSL1
-1.3778535843803579,-1.1896275322317997,LZTS1
2.0540771651357583,0.24019541573685105,OPRL1
1.7530347899136323,0.07702859306617882,MCOLN1
1.712341410105451,0.11180214447053663,ZBED3
1.5266291878679004,-0.09095525212230064,HEXB
2.168061414495997,0.1554979826668716,THBS1
1.8418394065654342,-0.03480718647974287,CLIP2
7.487898558990164,0.16796481876198951,AC006011.4
1.5769683989559624,0.05106899912430331,UBXN11
2.7692036382429457,0.7450515579120572,MFSD2A
1.4777895244195207,0.3962191810684867,C16orf74
-1.1709162572276144,0.18995298739988345,AC096579.14
1.7883778513130149,0.19760338033856828,LRRK1
2.0447017763324133,0.6063728133552637,CD40
1.772956048816734,0.5798372379826128,CPNE2
-2.6196634197071984,-1.0211029618303042,SNTG2
2.455628017214279,1.033106697191551,CTTNBP2NL
1.7384406029171455,-0.15752727605068725,CTSD
1.8674249990167144,-0.4573200117683062,CTIF
1.7983929113518264,-0.15731723550076057,CTC-435M10.3
