Name,Term,ES,NES,NOM p-val,FDR,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KEGG_2021_Human__Neutrophil extracellular trap formation,0.5640726229097471,2.5205026263927226,0.0,0.0,0.0,64/103,24.62%,FPR3;FPR2;NFKB1;FCGR2A;PIK3R2;PPIF;FPR1;FCGR1A;VWF;TLR2;TLR8;CASP1;CLCN5;AQP9;CYBB;NCF2;ATG7;C5AR1;CLCN3;PIK3CB;SYK;NCF4;TLR4;CLEC7A;PADI4;HAT1;VDAC2;SIGLEC9;SRC;HDAC2;NCF1;RAC1;PRKCB;PIK3CA;MAPK14;HDAC5;PLCG2;TLR7;SLC25A5;HDAC7;CR1;ELANE;FCGR3A;VDAC3;CYBA;HDAC8;ITGB2;PIK3R1;MAP3K7;CLCN4;MAPK1;HDAC9;HMGB1;CAMP;SLC25A6;PLCB3;C5;VDAC1;PLCB2;SELPLG;ITGAM;RAF1;CASP4;ACTB
prerank,KEGG_2021_Human__Oxidative phosphorylation,0.5666510049214615,2.506689506589105,0.0,0.0,0.0,74/95,33.07%,ATP6V0A1;SDHC;NDUFB4;NDUFC1;NDUFS2;COX7A1;ATP6V1B2;NDUFA3;ATP6V1A;NDUFS6;NDUFC2-KCTD14;UQCRH;ATP6V0C;ATP6V0D1;ATP6V0B;COX7A2;NDUFB1;PPA2;SDHD;UQCRFS1;NDUFS4;ATP6V1C1;UQCRB;UQCRC2;COX15;SDHB;ATP6V1G1;ATP6V0E1;NDUFV3;ATP6V1F;ATP6AP1;COX7C;COX6C;NDUFA2;COX4I1;COX7B;CYC1;NDUFC2;COX7A2L;NDUFB11;NDUFB5;NDUFB3;ATP6V1E2;COX8A;UQCRC1;NDUFB2;NDUFA4;NDUFA1;COX5A;NDUFV2;NDUFB6;ATP6V1H;COX17;NDUFS5;UQCRQ;UQCR10;COX6B1;NDUFAB1;COX6A1;NDUFA11;COX10;NDUFA13;ATP6V1E1;NDUFA10;UQCRHL;NDUFA6;TCIRG1;NDUFB8;NDUFA12;NDUFS3;NDUFA5;NDUFS8;NDUFA8;NDUFB9
prerank,GO_Biological_Process_2023__RNA Processing (GO:0006396),0.5159980828530004,2.505498187068336,0.0,0.0,0.0,103/168,32.87%,PPIG;RBMS1;U2AF1;RSRC1;HNRNPR;LUC7L3;HNRNPD;MAGOH;SRRM1;DDX20;HNRNPH3;FASTKD1;PRPF4B;PRKACA;SF3B4;TARDBP;XRN2;SCAF11;SRSF1;HNRNPK;SRSF9;BCAS2;SNRPG;SYNCRIP;HNRNPC;NUFIP1;PPARGC1A;ZMAT5;LSM4;HNRNPA2B1;SRSF5;DKC1;FBXO11;HNRNPU;IVNS1ABP;PPP2CA;ARVCF;SETX;RRAGC;HNRNPL;SF3B1;PABPN1;MBNL1;CPSF6;SMU1;FASTKD3;DDX17;LSM3;NCBP2;ADARB2;ALKBH5;CELF2;ZCRB1;NUDT21;PRPF4;EXOSC8;SF3A3;SNRNP25;HNRNPA0;PRMT1;HNRNPF;KHSRP;FASTKD5;SLU7;RBM5;PPP1R9B;FUS;SF3A1;RBM8A;HNRNPUL1;DDX39B;SNRPF;RNPC3;EXOSC4;WBP4;DIS3L;SRPK2;LSM5;CELF1;DHX8;THOC1;PABPC4;M1AP;SON;MAGOHB;SNRNP48;USP39;RBM39;METTL3;SNRPD3;SNRNP40;AKAP8L;RNASEL;SNRPN;HNRNPH1;DIS3;RBMS2;ZNF830;MPHOSPH10;EXOSC3;SF3B2;ADAD2;U2AF2
prerank,KEGG_2021_Human__Lysosome,0.5416427576707935,2.4977321335540212,0.0,0.0,0.0,86/121,31.08%,ATP6V0A1;LAPTM4B;PPT1;TPP1;NPC2;GNS;SCARB2;AP1S2;MCOLN1;ASAH1;SORT1;MANBA;CTSO;LIPA;GAA;GM2A;LITAF;GLA;ATP6V0C;HEXB;CD164;SLC11A1;ATP6V0D1;ATP6V0B;MAN2B1;CTSZ;LAMP2;CTNS;PSAP;CTSS;ACP2;CD68;LAPTM5;ARSB;FUCA1;AP3B1;NAGA;CLTC;FUCA2;GLB1;M6PR;AP3S1;NEU1;CTSA;SUMF1;CTSD;ATP6AP1;CLTB;AP1B1;CTSB;PLA2G15;LAPTM4A;AP4E1;CLTCL1;SLC11A2;CTSH;AP3M1;HGSNAT;MFSD8;GUSB;LAMP1;GALC;CD63;CTSL;NAGLU;ATP6V1H;GGA2;SGSH;HEXA;CLTA;DNASE2;NAPSA;GNPTG;GBA;AP3D1;GALNS;AP1G1;SMPD1;GGA3;AP3S2;ARSA;AP4M1;AP1M1;TCIRG1;HYAL4;SLC17A5
prerank,Reactome_2022__Translation R-HSA-72766,0.48356614904115935,2.4947264991564286,0.0,0.0,0.0,161/260,37.34%,PABPC1;EIF2S3;EIF3E;RSL24D1;MRPS16;MRRF;EIF3M;CHCHD1;SSR1;SRP14;MRPL55;MRPS7;MRPS36;MRPS31;ETF1;EIF4EBP1;MRPL57;EIF4B;PPA2;EIF1AX;APEH;RPL11;RPS24;AIMP2;MTRF1L;RPS13;MRPL35;MRPL23;GFM1;MRPL13;RPL26L1;IARS2;EIF3L;EIF3J;MRPS10;RPLP1;RPL22;MRPL21;MRPL39;MRPS27;EIF3A;RPL31;MTIF2;MRPS2;SPCS1;MRPS35;EIF4H;EIF4E;RPS3A;MRPL15;RPN1;TRAM1;EIF4A1;MRPL42;RPS9;MRPL47;MRPL16;EIF3H;EIF3I;AIMP1;RPL29;MRPL53;MRPS18B;SRP68;RPL28;MRPS22;MRPL45;RPL27;MRPL20;MRPL36;SPCS2;SARS2;EIF3F;SRP72;EIF3D;EEF1E1;MRPL12;EIF2S1;FARSA;MRPS14;RPL23;MTIF3;EIF3G;MRPS11;MRPL33;RPL7;MRPL30;EARS2;EIF5;EIF2B1;SRP54;WARS2;RPL15;SEC11A;MRPS30;EIF2S2;EIF3C;EIF3B;RPL27A;RPL30;MRPL54;DDOST;EEF1B2;FAU;MRPS26;EEF2;RPL36A;RPL35A;MRPL44;EIF2B3;MRPL40;RPS11;CARS2;EIF2B4;TUFM;PARS2;EIF4G1;EEF1A1;MRPL3;SSR2;MRPS6;MRPS24;MRPS23;RPS15;RPL41;SEC61G;MRPL34;SEC61B;MRPS25;EIF2B2;MRPL50;RPS28;MRPL24;RPL14;RPL5;RPL36AL;MRPL37;SSR3;TSFM;EIF3K;UBA52;MRPL32;RPL37;SPCS3;FARSB;RPS17;RPS14;NARS2;MRPS5;RPL21;RPS25;EEF1A2;RPN2;TRMT112;RPS27A;EIF2B5;RPS29;TARS2;MRPS15;VARS2;OXA1L
prerank,KEGG_2021_Human__Autophagy,0.5289230794742193,2.4826281793897764,0.0,0.0,0.0,71/132,22.49%,KRAS;IGF1R;ULK2;NRAS;PIK3R2;PTEN;MRAS;RPS6KB1;RAB7A;ATG4C;DEPTOR;RRAGD;GABARAPL2;HIF1A;C9orf72;RAB1A;PRKACA;ATG7;PIK3CB;CAMKK2;GABARAP;LAMP2;ZFYVE1;PPP2CB;IGBP1;TP53INP2;DAPK1;MTMR14;RB1CC1;WIPI2;PRKCD;PPP2CA;PIK3CA;ATG101;IRS1;ATG16L2;RRAGC;ATG3;RRAS;MTMR3;UVRAG;RAB8A;SQSTM1;CTSD;RHEB;PIK3C3;MAPK9;AKT1S1;ULK1;SMCR8;CTSB;EIF2AK3;PIK3R1;MAP3K7;MAPK1;HMGB1;VAMP8;NRBF2;EIF2AK4;MAPK8;TBK1;VMP1;IRS2;ATG9A;MTMR4;SNAP29;EIF2S1;LAMP1;PDPK1;ATG10;CTSL
prerank,GO_Biological_Process_2023__Intracellular pH Reduction (GO:0051452),0.710847421872207,2.464278280543033,0.0,0.0,0.0,19/29,15.91%,ATP6V0A1;RAB20;TPCN2;ATP6V1B2;ATP6V1A;RAB7A;ATP6AP2;DMXL2;ATP6V0C;CLCN3;SLC11A1;ATP6V0D1;ATP6V0B;DMXL1;RAB39A;TMEM9;ATP6V0E1;ATP6V1F;RNASEK
prerank,GO_Biological_Process_2023__Cellular Respiration (GO:0045333),0.5790197280672119,2.4634714761466743,0.0,0.0,0.0,63/81,33.11%,SDHC;NDUFB4;NDUFC1;NDUFS2;NDUFA3;NDUFS6;UQCRH;COX7A2;NDUFB1;UQCRFS1;PPARGC1A;NDUFS4;UQCRB;UQCRC2;COX15;SDHB;NDUFV3;MTFR1;ETFA;COX7C;COX6C;NDUFA2;COX4I1;COX7B;CYC1;NDUFC2;NDUFB11;NDUFB5;NDUFB3;SIRT3;COX8A;UQCRC1;ETFDH;MTFR1L;NDUFB2;NDUFA4;NDUFA1;COX5A;NDUFV2;SDHAF4;NDUFB6;NDUFS5;UQCRQ;UQCR10;COX6B1;MDH2;NDUFAB1;COX6A1;NDUFA11;NDUFA13;SLC25A13;NDUFA10;SURF1;NDUFA6;SLC25A14;NDUFB8;NDUFA12;NDUFS3;NDUFA5;NDUFS8;NDUFA8;NDUFB9;BLOC1S1
prerank,Reactome_2022__HIV Infection R-HSA-162906,0.4845123358561754,2.4538617490760934,0.0,0.0,0.0,144/223,35.38%,HLA-A;LIG4;TAF9;CD8B;NDC1;FURIN;AP1S2;ERCC2;POLR2J;HCK;POLR2K;PSMC6;VPS37D;BANF1;POM121;CHMP2B;VPS4B;GTF2A1;XPO1;GTF2F1;TAF15;NUP133;XRCC4;VPS37C;XRCC5;UBAP1;NUP37;PSMD4;PDCD6IP;AP2S1;GTF2H1;PKN2;RANBP2;TAF12;PSMD2;CHMP4B;AP2A1;SLC25A5;PSMA4;RCC1;PSMB8;GTF2B;NCBP2;PACS1;NUP50;GTF2H5;XRCC6;PSMA1;TCEA1;CHMP4C;RBX1;PSME3;AP1B1;PSMD6;PSMD5;CUL5;CCNK;PSMB2;NUP93;PSMB7;TSG101;CHMP5;RNMT;CHMP2A;DOCK2;NUP58;PSMD10;SUPT4H1;PSMD11;SUPT16H;SLC25A6;PSMB4;PSMB6;PSMB3;NMT1;UBB;TAF13;CHMP6;ELOA;TAF10;ATP6V1H;AP2M1;TAF5;NUP107;VPS28;PSMB1;PSMD7;CHMP7;POLR2E;POLR2G;CXCR4;VTA1;AAAS;PSMA2;GTF2A2;CCNT1;RAN;PSMC1;ELOB;NUP98;PSMA3;POLR2D;PSMB5;PSIP1;CCR5;NUP43;FYN;PSMD8;AP1G1;GTF2H3;POM121C;TAF2;ELL;CCNT2;POLR2B;PPIA;AP1M1;PSMD3;PSMF1;TAF11;PSMC3;TAF4;B2M;PSMA6;POLR2L;CD4;UBA52;TAF7;AP1S1;AP2A2;MVB12A;PSMB10;NUP214;PSMD14;PSMC5;RANBP1;SKP1;PSMA7;PSMD13;PSMD12;TAF9B;KPNA1;KPNB1;MVB12B
prerank,GO_Biological_Process_2023__Receptor-Mediated Endocytosis (GO:0006898),0.5453167500135051,2.4473276271042317,0.0,0.0,0.0,67/108,25.51%,LMBRD1;MARCO;CXCL8;RAB31;PPT1;SNCA;MSR1;FCER1G;TPCN2;ASGR1;SNX9;SCARB2;CD36;DAB2;WASF1;OCRL;LILRB4;FCHO2;LRP1;CXCL16;INSR;SYK;GRB2;STON2;PDLIM7;GPR107;STAB1;ARRB2;LRP3;LDLR;SCARF1;ADM;CD9;SNX1;CLTC;LILRB1;PICALM;AP2S1;CALCRL;RALB;DNAJC13;M6PR;AP2A1;PIP5K1C;FCHSD2;RNASEK;ITCH;CUBN;FCGR2B;CLTB;CANX;LDLRAD3;ITGB2;ARHGAP27;CLTCL1;CXCR2;HSPG2;CTSL;DLL1;LMBR1L;LDLRAP1;AP2M1;PI4KB;ITGAM;CLTA;LRP6;RALA
