Gene_set,Term,P-value,Adjusted P-value,Old P-value,Old adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Long-Term Synaptic Depression (GO:0060292),0.00047354986327343047,0.2097825894301297,0,0,89.30113636363636,683.6228226831221,PRRT1;SLC24A2
GO_Biological_Process_2023,Negative Regulation Of Synaptic Transmission (GO:0050805),0.002037797480001248,0.31382713651739425,0,0,35.70681818181818,221.23536491692636,PRRT1;SLC24A2
GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling (GO:0098916),0.006125444951320178,0.31382713651739425,0,0,5.850337584396099,29.8092477935301,KCNQ2;MYCBPAP;NPTX1;SLC18A2
GO_Biological_Process_2023,Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),0.006873597400084204,0.31382713651739425,0,0,17.842045454545456,88.8545937487067,KIF26A;EFHC2
GO_Biological_Process_2023,Renal System Process Involved In Regulation Of Blood Volume (GO:0001977),0.022577248405500554,0.31382713651739425,0,0,58.8689138576779,223.16101966388382,PTPRO
GO_Biological_Process_2023,Cilium Movement Involved In Cell Motility (GO:0060294),0.033676139162459574,0.31382713651739425,0,0,35.31685393258427,119.75824134581735,RSPH9
GO_Biological_Process_2023,Copper Ion Import (GO:0015677),0.033676139162459574,0.31382713651739425,0,0,35.31685393258427,119.75824134581735,ATP7B
GO_Biological_Process_2023,Positive Regulation Of Behavior (GO:0048520),0.033676139162459574,0.31382713651739425,0,0,35.31685393258427,119.75824134581735,NPAS2
GO_Biological_Process_2023,"Regulation Of Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:2000095)",0.033676139162459574,0.31382713651739425,0,0,35.31685393258427,119.75824134581735,DACT1
GO_Biological_Process_2023,Serotonin Uptake (GO:0051610),0.033676139162459574,0.31382713651739425,0,0,35.31685393258427,119.75824134581735,SLC18A2
GO_Biological_Process_2023,Nervous System Development (GO:0007399),0.03670486829060344,0.31382713651739425,0,0,2.8584152904063833,9.446622000827489,KCNQ2;NPTX1;NPAS2;SDK2;DACT1
